"feature"	"imp_rank_raw"	"imp_rank"	"imp_sign"	"dat"	"seed"	"imp_rank_frac_raw"	"imp_rank_frac"
"21228"	"amikacin30yes"	22	27	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.293333333333333	0.36
"21229"	"dapto30yes"	73	72	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.973333333333333	0.96
"21230"	"AGly.AadA1.pm"	54	36	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.72	0.48
"21231"	"gastroyes"	41	13	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.546666666666667	0.173333333333333
"21232"	"CHFyes"	5	64	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.0666666666666667	0.853333333333333
"21233"	"num_resistance_genes"	64	54	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.853333333333333	0.72
"21234"	"Yersiniabactin._ICEKp10"	42.5	14.5	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.566666666666667	0.193333333333333
"21235"	"ctx30yes"	59	46	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.786666666666667	0.613333333333333
"21236"	"K_locusKL107"	44.5	16.5	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.593333333333333	0.22
"21237"	"Yersiniabactin.ybt_0"	33	3	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.44	0.04
"21238"	"vanco30yes"	46	19	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.613333333333333	0.253333333333333
"21239"	"TetTetA"	30	7	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.4	0.0933333333333333
"21240"	"AGly.StrB"	17.5	38.5	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.233333333333333	0.513333333333333
"21241"	"levo30yes"	56	40	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.746666666666667	0.533333333333333
"21242"	"Colibactinclb.3"	42.5	14.5	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.566666666666667	0.193333333333333
"21243"	"AGly.Aph3.Ia"	72	70	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.96	0.933333333333333
"21244"	"brain_injuryyes"	4	67	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.0533333333333333	0.893333333333333
"21245"	"virulence_score"	61	49	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.813333333333333	0.653333333333333
"21246"	"Phe.FloR"	37.5	9.5	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.5	0.126666666666667
"21247"	"Bla_CarbKPC.3"	3	68	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.04	0.906666666666667
"21248"	"ColMgrB.trunc"	23.5	24.5	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.313333333333333	0.326666666666667
"21249"	"tigecycline30yes"	60	47	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.8	0.626666666666667
"21250"	"Tmt.DfrA14"	31	1	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.413333333333333	0.0133333333333333
"21251"	"poly_colistin30yes"	69	65	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.92	0.866666666666667
"21252"	"AKIyes"	66	59	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.88	0.786666666666667
"21253"	"Flq.GyrA.87N"	34	4	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.453333333333333	0.0533333333333333
"21254"	"anti_pseudo30yes"	6	63	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.08	0.84
"21255"	"Tmt.DfrA17"	26.5	21.5	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.353333333333333	0.286666666666667
"21256"	"AGly.AadB"	37.5	9.5	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.5	0.126666666666667
"21257"	"cefepime30yes"	7	62	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.0933333333333333	0.826666666666667
"21258"	"flagyl30yes"	28	18	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.373333333333333	0.24
"21259"	"num_resistance_classes"	20	32	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.266666666666667	0.426666666666667
"21260"	"Sul.SulI"	1	74	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.0133333333333333	0.986666666666667
"21261"	"AGly.AadA5"	26.5	21.5	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.353333333333333	0.286666666666667
"21262"	"AGly.StrA"	17.5	38.5	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.233333333333333	0.513333333333333
"21263"	"decubyes"	67	60	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.893333333333333	0.8
"21264"	"Bla.OXA.9"	19	35	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.253333333333333	0.466666666666667
"21265"	"Tmt.DfrA12"	35	5	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.466666666666667	0.0666666666666667
"21266"	"foleyyes"	13	48	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.173333333333333	0.64
"21267"	"linezolid30yes"	71	69	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.946666666666667	0.92
"21268"	"FQ30yes"	10	55	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.133333333333333	0.733333333333333
"21269"	"zosyn30yes"	55	37	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.733333333333333	0.493333333333333
"21270"	"third_gen_ceph30yes"	53	34	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.706666666666667	0.453333333333333
"21271"	"wziwzi29"	36	6	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.48	0.08
"21272"	"trachyes"	2	71	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.0266666666666667	0.946666666666667
"21273"	"AGly.Aac6.Ib"	40	12	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.533333333333333	0.16
"21274"	"Sul.SulII"	15	42	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.2	0.56
"21275"	"CKDyes"	52	33	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.693333333333333	0.44
"21276"	"pseudoPCN30yes"	48	26	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.64	0.346666666666667
"21277"	"resp_failureyes"	51	30	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.68	0.4
"21278"	"lung_dzyes"	11	52	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.146666666666667	0.693333333333333
"21279"	"central_lineyes"	74	73	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.986666666666667	0.973333333333333
"21280"	"malignancyyes"	9	57	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.12	0.76
"21281"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	68	61	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.906666666666667	0.813333333333333
"21282"	"Bla_broadSHV.11"	32	2	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.426666666666667	0.0266666666666667
"21283"	"Flq.GyrA.87Y"	63	53	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.84	0.706666666666667
"21284"	"Phe.CatA1"	8	58	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.106666666666667	0.773333333333333
"21285"	"AGly.Aac3.IId"	49	28	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.653333333333333	0.373333333333333
"21286"	"obeseyes"	12	51	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.16	0.68
"21287"	"carbapenem30yes"	14	45	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.186666666666667	0.6
"21288"	"wziwzi154"	44.5	16.5	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.593333333333333	0.22
"21289"	"VDRFyes"	25	23	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.333333333333333	0.306666666666667
"21290"	"AGly.AadA2"	16	41	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.213333333333333	0.546666666666667
"21291"	"resistance_score"	23.5	24.5	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.313333333333333	0.326666666666667
"21292"	"age"	21	31	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.28	0.413333333333333
"21293"	"meropenem30yes"	75	75	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	1	1
"21294"	"Yersiniabactin.ybt_17"	39	11	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.52	0.146666666666667
"21295"	"underweightyes"	29	8	"Negative"	"infection-urine_patient-kleborate_lr"	"84"	0.386666666666667	0.106666666666667
"21296"	"Bla.SHV.187"	70	66	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.933333333333333	0.88
"21297"	"Bla_broad_inhR.TEM.54"	57	43	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.76	0.573333333333333
"21298"	"MLS.MphA"	58	44	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.773333333333333	0.586666666666667
"21299"	"sexmale"	47	20	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.626666666666667	0.266666666666667
"21300"	"LOSbeforeCx"	62	50	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.826666666666667	0.666666666666667
"21301"	"Bias"	50	29	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.666666666666667	0.386666666666667
"21302"	"AKIyes"	48	24	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.64	0.32
"21303"	"amikacin30yes"	53	34	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.706666666666667	0.453333333333333
"21304"	"dapto30yes"	70	62	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.933333333333333	0.826666666666667
"21305"	"decubyes"	20	32	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.266666666666667	0.426666666666667
"21306"	"Bla_broadSHV.11"	6	67	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.08	0.893333333333333
"21307"	"brain_injuryyes"	3	72	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.04	0.96
"21308"	"ctx30yes"	62	48	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.826666666666667	0.64
"21309"	"Tmt.DfrA17"	54.5	37.5	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.726666666666667	0.5
"21310"	"Sul.SulI"	13	50	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.173333333333333	0.666666666666667
"21311"	"K_locusKL107"	60	45	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.8	0.6
"21312"	"Phe.FloR"	27.5	16.5	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.366666666666667	0.22
"21313"	"cefepime30yes"	18	36	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.24	0.48
"21314"	"Yersiniabactin._ICEKp10"	56.5	39.5	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.753333333333333	0.526666666666667
"21315"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	68	60	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.906666666666667	0.8
"21316"	"AGly.AadB"	27.5	16.5	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.366666666666667	0.22
"21317"	"foleyyes"	11	53	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.146666666666667	0.706666666666667
"21318"	"ColMgrB.trunc"	32.5	11.5	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.433333333333333	0.153333333333333
"21319"	"carbapenem30yes"	29	15	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.386666666666667	0.2
"21320"	"TetTetA"	17	42	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.226666666666667	0.56
"21321"	"VDRFyes"	45	20	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.6	0.266666666666667
"21322"	"CKDyes"	34	10	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.453333333333333	0.133333333333333
"21323"	"meropenem30yes"	38	3	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.506666666666667	0.04
"21324"	"LOSbeforeCx"	64	54	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.853333333333333	0.72
"21325"	"AGly.AadA5"	54.5	37.5	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.726666666666667	0.5
"21326"	"poly_colistin30yes"	12	51	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.16	0.68
"21327"	"wziwzi29"	35	9	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.466666666666667	0.12
"21328"	"num_resistance_genes"	25	22	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.333333333333333	0.293333333333333
"21329"	"resp_failureyes"	46	21	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.613333333333333	0.28
"21330"	"virulence_score"	49	25	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.653333333333333	0.333333333333333
"21331"	"underweightyes"	8	64	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.106666666666667	0.853333333333333
"21332"	"central_lineyes"	67	59	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.893333333333333	0.786666666666667
"21333"	"AGly.AadA2"	10	56	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.133333333333333	0.746666666666667
"21334"	"Yersiniabactin.ybt_0"	66	58	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.88	0.773333333333333
"21335"	"CHFyes"	2	73	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.0266666666666667	0.973333333333333
"21336"	"linezolid30yes"	61	46	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.813333333333333	0.613333333333333
"21337"	"age"	71	63	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.946666666666667	0.84
"21338"	"sexmale"	58	41	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.773333333333333	0.546666666666667
"21339"	"FQ30yes"	15	47	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.2	0.626666666666667
"21340"	"lung_dzyes"	43	7	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.573333333333333	0.0933333333333333
"21341"	"levo30yes"	50	29	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.666666666666667	0.386666666666667
"21342"	"MLS.MphA"	44	18	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.586666666666667	0.24
"21343"	"Flq.GyrA.87N"	59	43	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.786666666666667	0.573333333333333
"21344"	"malignancyyes"	1	75	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.0133333333333333	1
"21345"	"obeseyes"	16	44	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.213333333333333	0.586666666666667
"21346"	"AGly.Aph3.Ia"	63	52	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.84	0.693333333333333
"21347"	"Colibactinclb.3"	56.5	39.5	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.753333333333333	0.526666666666667
"21348"	"third_gen_ceph30yes"	51	31	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.68	0.413333333333333
"21349"	"AG30yes"	26	19	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.346666666666667	0.253333333333333
"21350"	"anti_pseudo30yes"	9	57	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.12	0.76
"21351"	"Bla_broad_inhR.TEM.54"	75	74	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	1	0.986666666666667
"21352"	"wziwzi154"	37	4	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.493333333333333	0.0533333333333333
"21353"	"Yersiniabactin.ybt_17"	24	26	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.32	0.346666666666667
"21354"	"AGly.Aac6.Ib"	36	8	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.48	0.106666666666667
"21355"	"flagyl30yes"	31	13	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.413333333333333	0.173333333333333
"21356"	"AGly.StrB"	22.5	27.5	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.3	0.366666666666667
"21357"	"Bla_CarbKPC.3"	41	5	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.546666666666667	0.0666666666666667
"21358"	"AGly.AadA1.pm"	21	30	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.28	0.4
"21359"	"resistance_score"	32.5	11.5	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.433333333333333	0.153333333333333
"21360"	"zosyn30yes"	73	69	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.973333333333333	0.92
"21361"	"tigecycline30yes"	65	55	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.866666666666667	0.733333333333333
"21362"	"Phe.CatA1"	5	68	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.0666666666666667	0.906666666666667
"21363"	"Flq.GyrA.87Y"	72	65	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.96	0.866666666666667
"21364"	"gastroyes"	74	70	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.986666666666667	0.933333333333333
"21365"	"Tmt.DfrA14"	39	1	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.52	0.0133333333333333
"21366"	"pseudoPCN30yes"	69	61	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.92	0.813333333333333
"21367"	"AGly.Aac3.IId"	40	2	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.533333333333333	0.0266666666666667
"21368"	"num_resistance_classes"	42	6	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.56	0.08
"21369"	"Sul.SulII"	19	35	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.253333333333333	0.466666666666667
"21370"	"AGly.StrA"	22.5	27.5	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.3	0.366666666666667
"21371"	"trachyes"	4	71	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.0533333333333333	0.946666666666667
"21372"	"vanco30yes"	7	66	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.0933333333333333	0.88
"21373"	"Bla.SHV.187"	47	23	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.626666666666667	0.306666666666667
"21374"	"Tmt.DfrA12"	14	49	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.186666666666667	0.653333333333333
"21375"	"Bla.OXA.9"	30	14	"Negative"	"infection-urine_patient-kleborate_lr"	"85"	0.4	0.186666666666667
"21376"	"Bias"	52	33	"Positive"	"infection-urine_patient-kleborate_lr"	"85"	0.693333333333333	0.44
"21377"	"Tmt.DfrA14"	36	16	"Negative"	"infection-urine_patient-kleborate_lr"	"86"	0.48	0.213333333333333
"21378"	"vanco30yes"	23	36	"Negative"	"infection-urine_patient-kleborate_lr"	"86"	0.306666666666667	0.48
"21379"	"LOSbeforeCx"	63	48	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.84	0.64
"21380"	"Bla_broadSHV.11"	8	62	"Negative"	"infection-urine_patient-kleborate_lr"	"86"	0.106666666666667	0.826666666666667
"21381"	"AGly.StrB"	17	44	"Negative"	"infection-urine_patient-kleborate_lr"	"86"	0.226666666666667	0.586666666666667
"21382"	"age"	67	56	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.893333333333333	0.746666666666667
"21383"	"resistance_score"	50.5	14.5	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.673333333333333	0.193333333333333
"21384"	"meropenem30yes"	38	6	"Negative"	"infection-urine_patient-kleborate_lr"	"86"	0.506666666666667	0.08
"21385"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	71	69	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.946666666666667	0.92
"21386"	"wziwzi29"	46	10	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.613333333333333	0.133333333333333
"21387"	"dapto30yes"	72	70	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.96	0.933333333333333
"21388"	"anti_pseudo30yes"	13	52	"Negative"	"infection-urine_patient-kleborate_lr"	"86"	0.173333333333333	0.693333333333333
"21389"	"CKDyes"	65	53	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.866666666666667	0.706666666666667
"21390"	"MLS.MphA"	58	35	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.773333333333333	0.466666666666667
"21391"	"pseudoPCN30yes"	68.5	60.5	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.913333333333333	0.806666666666667
"21392"	"ctx30yes"	61.5	46.5	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.82	0.62
"21393"	"Yersiniabactin._ICEKp10"	54.5	21.5	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.726666666666667	0.286666666666667
"21394"	"zosyn30yes"	68.5	60.5	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.913333333333333	0.806666666666667
"21395"	"AGly.Aac6.Ib"	41	3	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.546666666666667	0.04
"21396"	"AKIyes"	45	9	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.6	0.12
"21397"	"Yersiniabactin.ybt_17"	29	28	"Negative"	"infection-urine_patient-kleborate_lr"	"86"	0.386666666666667	0.373333333333333
"21398"	"AGly.Aph3.Ia"	66	54	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.88	0.72
"21399"	"TetTetA"	10	58	"Negative"	"infection-urine_patient-kleborate_lr"	"86"	0.133333333333333	0.773333333333333
"21400"	"AGly.Aac3.IId"	33	23	"Negative"	"infection-urine_patient-kleborate_lr"	"86"	0.44	0.306666666666667
"21401"	"Bla_broad_inhR.TEM.54"	75	75	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	1	1
"21402"	"underweightyes"	5	66	"Negative"	"infection-urine_patient-kleborate_lr"	"86"	0.0666666666666667	0.88
"21403"	"gastroyes"	74	73	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.986666666666667	0.973333333333333
"21404"	"num_resistance_genes"	30	27	"Negative"	"infection-urine_patient-kleborate_lr"	"86"	0.4	0.36
"21405"	"trachyes"	3	68	"Negative"	"infection-urine_patient-kleborate_lr"	"86"	0.04	0.906666666666667
"21406"	"Bla.SHV.187"	44	8	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.586666666666667	0.106666666666667
"21407"	"Bla_CarbKPC.3"	53	19	"Positive"	"infection-urine_patient-kleborate_lr"	"86"	0.706666666666667	0.253333333333333
"21408"	"AGly.StrA"	17	44	"Negative"	"infection-urine_patient-kleborate_lr"	"86"	0.226666666666667	0.586666666666667
"21409"	"lung_dzyes"	28	29	"Negative"	"infection-urine_patient-kleborate_lr"	"86"	0.373333333333333	0.386666666666667
